Worried,Healthy,Fewfood,Skipped,Ateless,Runout,Hungry,Whlday,WT,wtperson,Urban,Region,country,wave,hhid
,,,,,0,0,0,15709.521,NA,,1004,1,4,2666
1,0,1,0,0,0,0,0,15709.521,NA,,1004,1,5,2666
0,0,0,0,0,0,0,0,15709.521,NA,,1004,1,6,2666
0,0,0,0,0,0,0,0,15709.521,NA,,1004,1,8,2666
1,0,0,0,0,0,0,0,15709.521,NA,,1004,1,9,2666
1,0,0,0,0,0,0,0,15709.521,NA,,1004,1,10,2666
,,,,,,,,15709.521,NA,,1004,1,11,2666
,,,,,,,,15709.521,NA,,1004,1,12,2666
,,,,,,,,15709.521,NA,,1004,1,13,2666
,,,,,,,,15709.521,NA,,1004,1,14,2666
0,0,0,0,0,1,0,0,14849.033,NA,,1004,1,0,2669
,,,,,0,0,0,14935.579,NA,,1004,1,4,2669
0,0,0,0,1,0,0,0,14935.579,NA,,1004,1,5,2669
0,0,0,0,0,0,0,0,10549.185,NA,,1004,1,0,2670
,,,,,0,0,0,14084.97,NA,,1004,1,4,2670
0,0,0,0,0,0,0,0,14084.97,NA,,1004,1,5,2670
1,0,1,1,1,0,0,0,14084.97,NA,,1004,1,6,2670
1,1,0,0,1,1,0,0,14084.97,NA,,1004,1,8,2670
0,0,0,0,0,0,0,0,14084.97,NA,,1004,1,9,2670
0,0,0,0,0,0,0,0,14084.97,NA,,1004,1,10,2670
,,,,,,,,14084.97,NA,,1004,1,11,2670
,,,,,,,,14084.97,NA,,1004,1,12,2670
,,,,,,,,14084.97,NA,,1004,1,13,2670
,,,,,,,,14084.97,NA,,1004,1,14,2670
,,,,,,,,14084.97,NA,,1004,1,16,2670
,,,,,,,,14084.97,NA,,1004,1,19,2670
1,1,1,0,1,0,0,0,12520.225,NA,,1004,1,0,2672
,,,,,0,0,0,15715.279,NA,,1004,1,4,2672
1,0,1,0,1,1,0,0,15715.279,NA,,1004,1,5,2672
1,0,1,0,1,1,0,0,15715.279,NA,,1004,1,6,2672
1,0,1,1,1,0,0,0,15715.279,NA,,1004,1,8,2672
1,0,1,0,0,0,0,0,15715.279,NA,,1004,1,10,2672
,,,,,,,,15715.279,NA,,1004,1,11,2672
,,,,,,,,15715.279,NA,,1004,1,14,2672
,,,,,,,,15715.279,NA,,1004,1,16,2672
0,1,1,1,1,0,0,0,10302.153,NA,,1004,1,0,2676
,,,,,0,0,0,19958.262,NA,,1004,1,4,2676
0,0,0,0,0,0,0,0,19958.262,NA,,1004,1,5,2676
1,0,1,1,1,1,0,0,19958.262,NA,,1004,1,6,2676
0,0,0,0,0,0,0,0,19958.262,NA,,1004,1,8,2676
1,0,1,1,0,0,0,0,19958.262,NA,,1004,1,9,2676
,,,,,,,,19958.262,NA,,1004,1,14,2676
,,,,,,,,19958.262,NA,,1004,1,16,2676
,,,,,,,,19958.262,NA,,1004,1,19,2676
1,1,1,1,1,0,1,0,10302.153,NA,,1004,1,0,2677
,,,,,0,0,0,11797.505,NA,,1004,1,4,2677
1,1,1,1,1,0,0,0,11797.505,NA,,1004,1,5,2677
1,0,1,0,1,0,0,0,11797.505,NA,,1004,1,6,2677
1,0,1,1,1,1,1,0,11797.505,NA,,1004,1,8,2677
1,0,1,1,0,0,0,0,11797.505,NA,,1004,1,9,2677
1,0,1,1,1,1,0,0,11797.505,NA,,1004,1,10,2677
,,,,,,,,11797.505,NA,,1004,1,14,2677
,,,,,,,,11797.505,NA,,1004,1,16,2677
,,,,,,,,11797.505,NA,,1004,1,19,2677
1,1,1,1,1,0,1,0,10302.153,NA,,1004,1,0,2678
,,,,,0,0,0,13833.636,NA,,1004,1,4,2678
1,0,1,1,1,0,0,0,13833.636,NA,,1004,1,5,2678
0,0,1,0,1,0,0,0,13833.636,NA,,1004,1,6,2678
0,0,0,0,0,0,0,0,13833.636,NA,,1004,1,8,2678
,,,,,,,,13833.636,NA,,1004,1,14,2678
,,,,,,,,13833.636,NA,,1004,1,16,2678
,,,,,,,,13833.636,NA,,1004,1,19,2678
0,0,0,0,0,0,0,0,6510.354,NA,,1004,1,0,2679
,,,,,0,0,0,7752.4331,NA,,1004,1,4,2679
1,0,1,0,1,0,0,0,7752.4331,NA,,1004,1,5,2679
0,0,0,0,1,0,0,0,7752.4331,NA,,1004,1,6,2679
0,0,1,0,0,1,0,0,7752.4331,NA,,1004,1,8,2679
0,0,0,0,0,0,0,0,7752.4331,NA,,1004,1,9,2679
,,,,,,,,7752.4331,NA,,1004,1,14,2679
0,0,0,0,0,0,0,0,6510.354,NA,,1004,1,0,2680
,,,,,0,0,0,7882.3271,NA,,1004,1,4,2680
0,0,1,0,0,1,0,0,7882.3271,NA,,1004,1,5,2680
1,0,1,0,1,0,0,0,7882.3271,NA,,1004,1,6,2680
1,0,1,0,0,0,0,0,7882.3271,NA,,1004,1,8,2680
1,0,1,1,1,0,0,0,7882.3271,NA,,1004,1,9,2680
0,0,0,0,0,0,0,0,7882.3271,NA,,1004,1,10,2680
,,,,,,,,7882.3271,NA,,1004,1,11,2680
,,,,,,,,7882.3271,NA,,1004,1,12,2680
,,,,,,,,7882.3271,NA,,1004,1,13,2680
,,,,,,,,7882.3271,NA,,1004,1,14,2680
,,,,,,,,7882.3271,NA,,1004,1,16,2680
0,0,0,0,0,0,0,0,7386.6333,NA,,1004,1,0,2681
,,,,,0,0,0,8053.4512,NA,,1004,1,4,2681
1,1,1,1,1,1,0,0,8053.4512,NA,,1004,1,5,2681
1,0,1,0,1,1,0,0,8053.4512,NA,,1004,1,6,2681
1,0,1,1,1,0,0,0,8053.4512,NA,,1004,1,8,2681
1,0,1,1,0,0,0,0,8053.4512,NA,,1004,1,9,2681
1,0,1,0,0,0,0,0,8053.4512,NA,,1004,1,10,2681
,,,,,,,,8053.4512,NA,,1004,1,11,2681
,,,,,,,,8053.4512,NA,,1004,1,12,2681
,,,,,,,,8053.4512,NA,,1004,1,13,2681
,,,,,,,,8053.4512,NA,,1004,1,16,2681
,,,,,,,,8053.4512,NA,,1004,1,19,2681
1,1,1,1,1,0,1,0,7386.6333,NA,,1004,1,0,2683
,,,,,1,1,0,9341.2549,NA,,1004,1,4,2683
1,0,1,0,1,1,0,0,9341.2549,NA,,1004,1,5,2683
1,0,1,1,1,1,0,0,9341.2549,NA,,1004,1,6,2683
0,0,1,0,1,0,0,0,9341.2549,NA,,1004,1,8,2683
0,0,0,0,0,0,0,0,9341.2549,NA,,1004,1,9,2683
0,0,0,0,1,0,0,0,9341.2549,NA,,1004,1,10,2683
,,,,,,,,9341.2549,NA,,1004,1,11,2683
,,,,,,,,9341.2549,NA,,1004,1,12,2683
,,,,,,,,9341.2549,NA,,1004,1,13,2683
,,,,,,,,9341.2549,NA,,1004,1,14,2683
,,,,,,,,9341.2549,NA,,1004,1,16,2683
0,0,0,0,0,0,0,0,6510.354,NA,,1004,1,0,2686
,,,,,0,0,0,6754.5762,NA,,1004,1,4,2686
1,0,0,0,0,0,0,0,6754.5762,NA,,1004,1,5,2686
1,0,1,1,1,1,1,0,6754.5762,NA,,1004,1,6,2686
0,0,0,0,0,0,0,0,6754.5762,NA,,1004,1,8,2686
0,0,0,0,0,0,0,0,7386.6333,NA,,1004,1,0,2687
,,,,,1,1,0,9202.9658,NA,,1004,1,4,2687
1,1,1,1,1,0,0,0,9202.9658,NA,,1004,1,5,2687
1,1,1,1,1,0,0,0,9202.9658,NA,,1004,1,6,2687
1,1,1,1,1,0,0,0,9202.9658,NA,,1004,1,8,2687
1,1,1,1,1,0,0,0,9202.9658,NA,,1004,1,9,2687
1,1,1,1,1,0,0,0,9202.9658,NA,,1004,1,10,2687
,,,,,,,,9202.9658,NA,,1004,1,11,2687
,,,,,,,,9202.9658,NA,,1004,1,12,2687
,,,,,,,,9202.9658,NA,,1004,1,14,2687
,,,,,,,,9202.9658,NA,,1004,1,16,2687
0,0,0,0,0,0,0,0,6510.354,NA,,1004,1,0,2688
,,,,,1,1,1,6918.7793,NA,,1004,1,4,2688
1,1,0,0,0,0,0,0,6918.7793,NA,,1004,1,5,2688
0,0,0,0,0,0,0,0,6918.7793,NA,,1004,1,6,2688
1,0,1,0,0,0,0,0,6918.7793,NA,,1004,1,8,2688
1,1,0,0,0,0,0,0,6918.7793,NA,,1004,1,9,2688
1,0,0,0,0,0,0,0,6918.7793,NA,,1004,1,10,2688
1,1,1,1,1,0,1,0,12218.392,NA,,1004,1,0,2689
,,,,,0,0,0,13642.972,NA,,1004,1,4,2689
1,0,1,1,1,1,1,1,13642.972,NA,,1004,1,5,2689
1,0,1,1,1,1,1,0,13642.972,NA,,1004,1,6,2689
1,0,1,1,1,1,1,0,13642.972,NA,,1004,1,8,2689
0,0,0,0,0,0,0,0,13642.972,NA,,1004,1,10,2689
,,,,,,,,13642.972,NA,,1004,1,11,2689
,,,,,,,,13642.972,NA,,1004,1,16,2689
,,,,,,,,13642.972,NA,,1004,1,19,2689
0,0,0,0,0,0,0,0,13176.394,NA,,1004,1,0,2690
,,,,,1,0,0,14980.117,NA,,1004,1,4,2690
1,1,1,0,1,0,0,0,14980.117,NA,,1004,1,5,2690
0,0,0,0,0,0,0,0,14980.117,NA,,1004,1,6,2690
0,0,0,0,0,0,0,0,14980.117,NA,,1004,1,8,2690
0,0,0,0,0,0,0,0,14980.117,NA,,1004,1,9,2690
0,0,0,0,0,0,0,0,14980.117,NA,,1004,1,10,2690
,,,,,,,,14980.117,NA,,1004,1,11,2690
,,,,,,,,14980.117,NA,,1004,1,12,2690
,,,,,,,,14980.117,NA,,1004,1,13,2690
0,0,0,0,0,0,0,0,13176.394,NA,,1004,1,0,2691
,,,,,1,1,1,17029.691,NA,,1004,1,4,2691
1,0,1,1,1,1,1,1,17029.691,NA,,1004,1,5,2691
1,0,1,1,1,1,0,0,17029.691,NA,,1004,1,6,2691
1,0,1,1,1,1,0,0,17029.691,NA,,1004,1,8,2691
1,0,0,1,0,1,0,0,17029.691,NA,,1004,1,9,2691
1,0,1,1,0,1,0,0,17029.691,NA,,1004,1,10,2691
,,,,,,,,17029.691,NA,,1004,1,11,2691
,,,,,,,,17029.691,NA,,1004,1,13,2691
,,,,,,,,17029.691,NA,,1004,1,14,2691
,,,,,,,,17029.691,NA,,1004,1,16,2691
,,,,,,,,17029.691,NA,,1004,1,19,2691
0,0,0,0,0,0,0,0,13176.394,NA,,1004,1,0,2692
,,,,,0,0,0,16682.313,NA,,1004,1,4,2692
1,0,1,0,1,0,0,0,16682.313,NA,,1004,1,5,2692
0,0,0,0,0,0,0,0,16682.313,NA,,1004,1,6,2692
0,0,0,0,0,0,0,0,16682.313,NA,,1004,1,8,2692
0,0,0,0,0,0,0,0,16682.313,NA,,1004,1,9,2692
,,,,,,,,16682.313,NA,,1004,1,12,2692
,,,,,,,,16682.313,NA,,1004,1,13,2692
,,,,,,,,16682.313,NA,,1004,1,14,2692
,,,,,,,,16682.313,NA,,1004,1,16,2692
,,,,,,,,16682.313,NA,,1004,1,19,2692
0,0,0,0,0,0,0,0,13176.394,NA,,1004,1,0,2693
,,,,,0,0,0,17114.42,NA,,1004,1,4,2693
1,1,0,0,1,0,0,0,17114.42,NA,,1004,1,6,2693
0,1,0,0,1,0,0,0,17114.42,NA,,1004,1,8,2693
0,0,0,0,0,0,0,0,17114.42,NA,,1004,1,9,2693
1,1,0,0,1,0,0,0,17114.42,NA,,1004,1,10,2693
,,,,,,,,17114.42,NA,,1004,1,12,2693
,,,,,,,,17114.42,NA,,1004,1,13,2693
0,0,0,0,0,0,0,0,11613.274,NA,,1004,1,0,2694
,,,,,0,0,0,16251.621,NA,,1004,1,4,2694
1,0,1,0,1,0,0,0,16251.621,NA,,1004,1,5,2694
1,0,1,0,1,0,0,0,16251.621,NA,,1004,1,6,2694
1,0,1,1,0,0,0,0,16251.621,NA,,1004,1,8,2694
0,0,0,0,0,0,0,0,16251.621,NA,,1004,1,9,2694
,,,,,,,,16251.621,NA,,1004,1,11,2694
,,,,,,,,16251.621,NA,,1004,1,12,2694
,,,,,,,,16251.621,NA,,1004,1,13,2694
,,,,,,,,16251.621,NA,,1004,1,14,2694
,,,,,,,,16251.621,NA,,1004,1,16,2694
0,0,0,0,0,0,0,0,10615.985,NA,,1004,1,0,2695
,,,,,0,0,0,11831.47,NA,,1004,1,4,2695
0,0,0,0,0,0,0,0,11831.47,NA,,1004,1,5,2695
0,0,0,0,0,0,0,0,11831.47,NA,,1004,1,6,2695
0,0,0,0,0,0,0,0,11831.47,NA,,1004,1,8,2695
0,0,0,0,0,0,0,0,11831.47,NA,,1004,1,9,2695
0,0,0,0,0,0,0,0,11831.47,NA,,1004,1,10,2695
,,,,,,,,11831.47,NA,,1004,1,11,2695
,,,,,,,,11831.47,NA,,1004,1,12,2695
,,,,,,,,11831.47,NA,,1004,1,13,2695
,,,,,,,,11831.47,NA,,1004,1,14,2695
,,,,,,,,11831.47,NA,,1004,1,16,2695
0,0,0,0,0,0,0,0,10615.985,NA,,1004,1,0,2697
,,,,,0,0,0,11393.623,NA,,1004,1,4,2697
0,0,0,0,0,0,0,0,11393.623,NA,,1004,1,5,2697
0,0,0,0,0,0,0,0,11393.623,NA,,1004,1,6,2697
,,,,,,,,11393.623,NA,,1004,1,14,2697
,,,,,,,,11393.623,NA,,1004,1,16,2697
,,,,,,,,11393.623,NA,,1004,1,19,2697
0,0,0,0,0,0,0,0,11613.274,NA,,1004,1,0,2699
,,,,,1,1,0,15295.702,NA,,1004,1,4,2699
0,0,1,1,1,0,1,0,15295.702,NA,,1004,1,5,2699
1,0,1,1,1,1,1,1,15295.702,NA,,1004,1,6,2699
1,0,1,1,1,1,0,0,15295.702,NA,,1004,1,8,2699
1,0,1,0,1,0,0,0,15295.702,NA,,1004,1,9,2699
1,0,1,1,1,0,1,1,15295.702,NA,,1004,1,10,2699
,,,,,,,,15295.702,NA,,1004,1,11,2699
,,,,,,,,15295.702,NA,,1004,1,12,2699
,,,,,,,,15295.702,NA,,1004,1,13,2699
,,,,,,,,15295.702,NA,,1004,1,14,2699
0,0,0,0,0,0,0,0,13176.394,NA,,1004,1,0,2700
,,,,,0,0,0,16485.877,NA,,1004,1,4,2700
0,0,0,0,0,0,0,0,16485.877,NA,,1004,1,9,2700
0,0,0,0,0,0,0,0,16485.877,NA,,1004,1,10,2700
,,,,,,,,16485.877,NA,,1004,1,12,2700
,,,,,,,,16485.877,NA,,1004,1,13,2700
0,0,0,0,0,0,0,0,15484.06,NA,,1004,1,0,2701
,,,,,0,0,0,20206.658,NA,,1004,1,4,2701
0,0,0,0,0,0,0,0,20206.658,NA,,1004,1,5,2701
0,0,1,1,0,0,0,0,20206.658,NA,,1004,1,6,2701
1,0,1,0,1,1,0,0,20206.658,NA,,1004,1,8,2701
0,0,0,0,0,0,0,0,20206.658,NA,,1004,1,9,2701
0,0,0,0,0,0,0,0,20206.658,NA,,1004,1,10,2701
,,,,,,,,20206.658,NA,,1004,1,11,2701
,,,,,,,,20206.658,NA,,1004,1,12,2701
,,,,,,,,20206.658,NA,,1004,1,13,2701
,,,,,,,,20206.658,NA,,1004,1,14,2701
,,,,,,,,20206.658,NA,,1004,1,16,2701
0,0,0,0,0,0,0,0,10615.985,NA,,1004,1,0,2702
,,,,,0,0,0,12085.4,NA,,1004,1,4,2702
0,0,1,0,1,0,0,0,12085.4,NA,,1004,1,5,2702
0,0,0,0,1,0,0,0,12085.4,NA,,1004,1,6,2702
0,0,0,0,0,0,0,0,12085.4,NA,,1004,1,8,2702
0,0,0,0,0,0,0,0,12085.4,NA,,1004,1,9,2702
0,0,0,0,0,0,0,0,12085.4,NA,,1004,1,10,2702
,,,,,,,,12085.4,NA,,1004,1,11,2702
,,,,,,,,12085.4,NA,,1004,1,12,2702
,,,,,,,,12085.4,NA,,1004,1,13,2702
,,,,,,,,12085.4,NA,,1004,1,14,2702
,,,,,,,,12085.4,NA,,1004,1,16,2702
,,,,,,,,12085.4,NA,,1004,1,19,2702
0,0,0,0,0,0,0,0,11613.274,NA,,1004,1,0,2703
,,,,,0,0,0,12149.917,NA,,1004,1,4,2703
1,0,0,0,1,0,0,0,12149.917,NA,,1004,1,5,2703
0,0,0,0,0,0,0,0,12149.917,NA,,1004,1,6,2703
0,0,0,0,0,0,0,0,12149.917,NA,,1004,1,8,2703
0,0,0,0,0,0,0,0,12149.917,NA,,1004,1,9,2703
0,0,0,0,0,0,0,0,12149.917,NA,,1004,1,10,2703
,,,,,,,,12149.917,NA,,1004,1,11,2703
,,,,,,,,12149.917,NA,,1004,1,12,2703
,,,,,,,,12149.917,NA,,1004,1,13,2703
,,,,,,,,12149.917,NA,,1004,1,14,2703
,,,,,,,,12149.917,NA,,1004,1,16,2703
,,,,,,,,12149.917,NA,,1004,1,19,2703
0,0,0,0,0,0,0,0,11613.274,NA,,1004,1,0,2704
,,,,,0,0,0,13423.844,NA,,1004,1,4,2704
0,0,0,0,0,0,0,0,13423.844,NA,,1004,1,5,2704
0,0,0,0,0,0,0,0,13423.844,NA,,1004,1,6,2704
1,0,0,0,0,0,0,0,13423.844,NA,,1004,1,8,2704
1,0,0,0,0,0,0,0,13423.844,NA,,1004,1,9,2704
0,0,0,0,0,0,0,0,13423.844,NA,,1004,1,10,2704
,,,,,,,,13423.844,NA,,1004,1,11,2704
,,,,,,,,13423.844,NA,,1004,1,12,2704
,,,,,,,,13423.844,NA,,1004,1,13,2704
,,,,,,,,13423.844,NA,,1004,1,16,2704
,,,,,,,,13423.844,NA,,1004,1,19,2704
0,0,0,0,0,0,0,0,4599.521,NA,,1005,1,0,2709
,,,,,0,1,1,6295.4805,NA,,1005,1,4,2709
1,1,0,1,1,0,0,0,6295.4805,NA,,1005,1,5,2709
1,1,0,1,1,0,0,0,6295.4805,NA,,1005,1,6,2709
1,1,0,0,0,0,0,0,6295.4805,NA,,1005,1,8,2709
1,1,1,1,0,0,0,0,6295.4805,NA,,1005,1,9,2709
,,,,,,,,6295.4805,NA,,1005,1,12,2709
,,,,,,,,6295.4805,NA,,1005,1,13,2709
,,,,,,,,6295.4805,NA,,1005,1,14,2709
0,0,0,0,0,0,0,0,4599.521,NA,,1005,1,0,2712
,,,,,1,1,1,6409.4453,NA,,1005,1,4,2712
1,1,0,1,1,0,0,1,6409.4453,NA,,1005,1,5,2712
1,0,0,1,1,0,0,1,6409.4453,NA,,1005,1,6,2712
1,1,1,1,1,1,1,1,6409.4453,NA,,1005,1,8,2712
1,1,1,0,0,0,0,0,6409.4453,NA,,1005,1,9,2712
,,,,,,,,6409.4453,NA,,1005,1,12,2712
,,,,,,,,6409.4453,NA,,1005,1,13,2712
,,,,,,,,6409.4453,NA,,1005,1,14,2712
1,0,0,0,0,0,0,0,5218.6055,NA,,1005,1,0,2714
,,,,,0,1,1,9208.1826,NA,,1005,1,4,2714
1,1,0,1,1,0,0,0,9208.1826,NA,,1005,1,5,2714
1,1,1,1,1,0,0,0,9208.1826,NA,,1005,1,6,2714
1,1,0,0,0,0,0,0,9208.1826,NA,,1005,1,8,2714
1,1,1,0,0,0,0,0,9208.1826,NA,,1005,1,9,2714
1,1,1,0,0,0,0,0,9208.1826,NA,,1005,1,10,2714
,,,,,,,,9208.1826,NA,,1005,1,11,2714
,,,,,,,,9208.1826,NA,,1005,1,12,2714
,,,,,,,,9208.1826,NA,,1005,1,14,2714
,,,,,,,,9208.1826,NA,,1005,1,16,2714
,,,,,,,,9208.1826,NA,,1005,1,19,2714
0,0,0,0,0,0,0,0,8632.21,NA,,1005,1,0,2715
,,,,,1,1,1,10678.182,NA,,1005,1,4,2715
1,1,0,0,1,0,0,0,10678.182,NA,,1005,1,5,2715
1,1,1,1,1,0,0,0,10678.182,NA,,1005,1,6,2715
1,1,1,1,1,1,0,0,10678.182,NA,,1005,1,8,2715
,,,,,,,,10678.182,NA,,1005,1,14,2715
1,0,0,0,0,0,0,0,7278.4009,NA,,1005,1,0,2716
,,,,,1,1,1,9954.376,NA,,1005,1,4,2716
1,1,0,1,1,0,0,0,9954.376,NA,,1005,1,5,2716
1,1,1,1,0,0,0,0,9954.376,NA,,1005,1,6,2716
1,1,1,1,1,0,0,0,9954.376,NA,,1005,1,8,2716
1,1,0,0,0,0,0,0,9954.376,NA,,1005,1,9,2716
1,1,1,0,0,0,0,0,9954.376,NA,,1005,1,10,2716
,,,,,,,,9954.376,NA,,1005,1,12,2716
,,,,,,,,9954.376,NA,,1005,1,13,2716
,,,,,,,,9954.376,NA,,1005,1,14,2716
0,0,0,0,0,0,0,0,6132.5732,NA,,1005,1,0,2717
,,,,,1,1,1,9625.4658,NA,,1005,1,4,2717
1,1,0,1,1,0,1,0,9625.4658,NA,,1005,1,5,2717
1,1,1,1,0,0,0,0,9625.4658,NA,,1005,1,6,2717
1,1,1,1,1,0,0,0,9625.4658,NA,,1005,1,8,2717
1,1,1,0,0,0,0,0,9625.4658,NA,,1005,1,9,2717
1,1,1,1,0,0,0,0,9625.4658,NA,,1005,1,10,2717
,,,,,,,,9625.4658,NA,,1005,1,11,2717
,,,,,,,,9625.4658,NA,,1005,1,12,2717
,,,,,,,,9625.4658,NA,,1005,1,13,2717
,,,,,,,,9625.4658,NA,,1005,1,14,2717
0,0,0,0,0,0,0,0,5218.6055,NA,,1005,1,0,2718
,,,,,1,1,1,6341.0708,NA,,1005,1,4,2718
1,1,0,1,0,0,1,0,6341.0708,NA,,1005,1,5,2718
1,1,1,1,0,1,0,0,6341.0708,NA,,1005,1,6,2718
1,1,1,1,1,0,0,0,6341.0708,NA,,1005,1,8,2718
1,1,1,1,0,0,0,0,6341.0708,NA,,1005,1,9,2718
,,,,,,,,6341.0708,NA,,1005,1,11,2718
0,0,0,0,0,0,0,0,5913.0142,NA,0,1005,1,0,2730
,,,,,1,1,1,12041.463,NA,0,1005,1,4,2730
1,1,0,1,1,0,0,1,12041.463,NA,0,1005,1,5,2730
1,1,0,1,1,1,0,1,12041.463,NA,0,1005,1,6,2730
1,1,1,1,1,0,0,0,12041.463,NA,0,1005,1,8,2730
1,1,1,1,1,0,0,1,12041.463,NA,0,1005,1,9,2730
1,1,1,1,0,0,1,0,12041.463,NA,0,1005,1,10,2730
,,,,,,,,12041.463,NA,0,1005,1,11,2730
,,,,,,,,12041.463,NA,0,1005,1,12,2730
,,,,,,,,12041.463,NA,0,1005,1,13,2730
,,,,,,,,12041.463,NA,0,1005,1,14,2730
,,,,,,,,12041.463,NA,0,1005,1,16,2730
1,0,0,1,0,0,0,0,845.48712,NA,0,1005,1,0,2731
,,,,,1,1,1,1396.1287,NA,0,1005,1,4,2731
1,1,0,1,1,0,1,0,1396.1287,NA,0,1005,1,5,2731
1,1,0,1,1,1,0,1,1396.1287,NA,0,1005,1,6,2731
1,1,1,1,1,0,0,0,1396.1287,NA,0,1005,1,8,2731
1,1,0,0,0,0,0,0,1396.1287,NA,0,1005,1,9,2731
1,1,0,0,0,0,0,0,1396.1287,NA,0,1005,1,10,2731
,,,,,,,,1396.1287,NA,0,1005,1,11,2731
0,0,0,0,0,0,0,0,4265.8613,NA,0,1005,1,0,2732
,,,,,1,1,1,7297.3262,NA,0,1005,1,4,2732
1,1,1,1,1,0,0,0,7297.3262,NA,0,1005,1,5,2732
1,1,0,1,1,0,0,1,7297.3262,NA,0,1005,1,6,2732
1,1,1,1,1,0,0,0,7297.3262,NA,0,1005,1,8,2732
1,1,1,0,0,0,0,0,7297.3262,NA,0,1005,1,9,2732
1,1,1,0,0,0,0,0,7297.3262,NA,0,1005,1,10,2732
,,,,,,,,7297.3262,NA,0,1005,1,11,2732
,,,,,,,,7297.3262,NA,0,1005,1,14,2732
0,0,0,0,0,0,1,0,4963.376,NA,0,1005,1,0,2733
,,,,,0,1,1,8805.8379,NA,0,1005,1,4,2733
1,1,0,1,1,0,1,1,8805.8379,NA,0,1005,1,5,2733
1,1,0,1,1,0,0,0,8805.8379,NA,0,1005,1,6,2733
1,1,1,1,0,0,0,0,8805.8379,NA,0,1005,1,8,2733
1,1,1,0,0,0,0,0,8805.8379,NA,0,1005,1,9,2733
0,0,0,0,0,0,0,0,8805.8379,NA,0,1005,1,10,2733
,,,,,,,,8805.8379,NA,0,1005,1,11,2733
,,,,,,,,8805.8379,NA,0,1005,1,12,2733
0,0,1,0,0,0,0,0,4265.8613,NA,0,1005,1,0,2734
,,,,,1,1,1,8423.6982,NA,0,1005,1,4,2734
1,1,0,1,1,0,0,1,8423.6982,NA,0,1005,1,5,2734
1,1,0,1,1,0,0,0,8423.6982,NA,0,1005,1,6,2734
1,1,1,1,1,0,0,0,8423.6982,NA,0,1005,1,8,2734
1,1,1,0,0,0,0,0,8423.6982,NA,0,1005,1,9,2734
1,1,1,0,0,0,0,0,8423.6982,NA,0,1005,1,10,2734
,,,,,,,,8423.6982,NA,0,1005,1,14,2734
,,,,,,,,8423.6982,NA,0,1005,1,16,2734
1,0,0,0,0,0,0,0,3596.8359,NA,0,1005,1,0,2735
,,,,,1,1,1,6587.1113,NA,0,1005,1,4,2735
1,1,1,1,0,0,0,0,6587.1113,NA,0,1005,1,5,2735
1,1,0,1,1,0,0,0,6587.1113,NA,0,1005,1,6,2735
1,1,1,1,1,0,0,0,6587.1113,NA,0,1005,1,8,2735
1,1,1,1,1,0,0,1,6587.1113,NA,0,1005,1,9,2735
1,1,1,1,0,0,0,0,6587.1113,NA,0,1005,1,10,2735
,,,,,,,,6587.1113,NA,0,1005,1,11,2735
,,,,,,,,6587.1113,NA,0,1005,1,12,2735
,,,,,,,,6587.1113,NA,0,1005,1,13,2735
,,,,,,,,6587.1113,NA,0,1005,1,14,2735
,,,,,,,,6587.1113,NA,0,1005,1,16,2735
,,,,,,,,6587.1113,NA,0,1005,1,19,2735
0,0,0,0,0,0,0,0,5913.0142,NA,0,1005,1,0,2737
,,,,,1,1,1,9485.9551,NA,0,1005,1,4,2737
1,1,1,0,0,0,0,0,9485.9551,NA,0,1005,1,5,2737
1,1,0,1,1,0,0,0,9485.9551,NA,0,1005,1,6,2737
1,1,1,1,1,0,0,0,9485.9551,NA,0,1005,1,8,2737
1,1,1,0,0,0,0,0,9485.9551,NA,0,1005,1,9,2737
,,,,,,,,9485.9551,NA,0,1005,1,13,2737
,,,,,,,,9485.9551,NA,0,1005,1,14,2737
,,,,,,,,9485.9551,NA,0,1005,1,16,2737
,,,,,,,,9485.9551,NA,0,1005,1,19,2737
0,0,0,0,0,0,0,0,5913.0142,NA,0,1005,1,0,2738
,,,,,1,1,1,12119.571,NA,0,1005,1,4,2738
1,1,0,1,1,0,0,1,12119.571,NA,0,1005,1,5,2738
1,1,0,1,0,0,0,0,12119.571,NA,0,1005,1,6,2738
1,1,1,1,1,0,0,0,12119.571,NA,0,1005,1,8,2738
1,0,0,0,0,0,0,0,12119.571,NA,0,1005,1,9,2738
1,1,1,1,0,0,0,0,12119.571,NA,0,1005,1,10,2738
,,,,,,,,12119.571,NA,0,1005,1,11,2738
,,,,,,,,12119.571,NA,0,1005,1,12,2738
,,,,,,,,12119.571,NA,0,1005,1,16,2738
1,1,0,0,0,0,0,0,5913.0142,NA,0,1005,1,0,2739
,,,,,0,1,1,11631.135,NA,0,1005,1,4,2739
1,1,0,1,1,0,0,1,11631.135,NA,0,1005,1,5,2739
1,1,0,1,1,0,0,0,11631.135,NA,0,1005,1,6,2739
1,0,0,1,1,0,0,0,11631.135,NA,0,1005,1,8,2739
0,0,0,0,0,0,0,0,11631.135,NA,0,1005,1,9,2739
1,1,1,0,0,0,0,0,11631.135,NA,0,1005,1,10,2739
,,,,,,,,11631.135,NA,0,1005,1,11,2739
,,,,,,,,11631.135,NA,0,1005,1,12,2739
,,,,,,,,11631.135,NA,0,1005,1,14,2739
,,,,,,,,11631.135,NA,0,1005,1,16,2739
1,1,1,1,0,0,0,0,845.48712,NA,0,1005,1,0,2741
