Raw.Score,Raw.Score.par.,Raw.Score.par.err.,Prob.mod_sev,Prob.sev,wt,country,wave,hhid
3,-0.568211215,0.556479815,0.322480453,0.00000563,517.91113,2,13,7600
4,-0.075879615,0.560002271,0.663226332,0.000246386,517.91113,2,15,7600
3,-0.568211215,0.556479815,0.322480453,0.00000563,517.91113,2,16,7600
3,-0.568211215,0.556479815,0.322480453,0.00000563,517.91113,2,18,7600
NA,NA,NA,NA,NA,517.91113,2,19,7600
NA,NA,NA,NA,NA,1486.2675,2,0,7601
8,2.802268842,0.986077689,0.99920582,0.826344533,2422.3289,2,6,7601
8,2.802268842,0.986077689,0.99920582,0.826344533,2422.3289,2,7,7601
8,2.802268842,0.986077689,0.99920582,0.826344533,2422.3289,2,8,7601
NA,NA,NA,NA,NA,2422.3289,2,9,7601
7,1.833086591,0.83438748,0.994924051,0.479712924,2422.3289,2,11,7601
8,2.802268842,0.986077689,0.99920582,0.826344533,2422.3289,2,12,7601
8,2.802268842,0.986077689,0.99920582,0.826344533,2422.3289,2,13,7601
4,-0.075879615,0.560002271,0.663226332,0.000246386,2422.3289,2,15,7601
7,1.833086591,0.83438748,0.994924051,0.479712924,2422.3289,2,16,7601
6,1.01091217,0.665694606,0.976536878,0.097001395,2422.3289,2,18,7601
NA,NA,NA,NA,NA,2422.3289,2,19,7601
NA,NA,NA,NA,NA,1984.7412,2,0,7606
5,0.402958933,0.591196231,0.886669419,0.00637204,3236.6873,2,6,7606
7,1.833086591,0.83438748,0.994924051,0.479712924,3236.6873,2,7,7606
8,2.802268842,0.986077689,0.99920582,0.826344533,3236.6873,2,8,7606
NA,NA,NA,NA,NA,3236.6873,2,9,7606
3,-0.568211215,0.556479815,0.322480453,0.00000563,3236.6873,2,11,7606
7,1.833086591,0.83438748,0.994924051,0.479712924,3236.6873,2,12,7606
5,0.402958933,0.591196231,0.886669419,0.00637204,3236.6873,2,13,7606
5,0.402958933,0.591196231,0.886669419,0.00637204,3236.6873,2,15,7606
5,0.402958933,0.591196231,0.886669419,0.00637204,3236.6873,2,16,7606
7,1.833086591,0.83438748,0.994924051,0.479712924,3236.6873,2,18,7606
NA,NA,NA,NA,NA,3236.6873,2,19,7606
NA,NA,NA,NA,NA,791.54517,2,0,7607
8,2.802268842,0.986077689,0.99920582,0.826344533,954.38245,2,6,7607
6,1.01091217,0.665694606,0.976536878,0.097001395,954.38245,2,7,7607
7,1.833086591,0.83438748,0.994924051,0.479712924,954.38245,2,8,7607
NA,NA,NA,NA,NA,954.38245,2,9,7607
6,1.01091217,0.665694606,0.976536878,0.097001395,954.38245,2,11,7607
6,1.01091217,0.665694606,0.976536878,0.097001395,954.38245,2,12,7607
6,1.01091217,0.665694606,0.976536878,0.097001395,954.38245,2,13,7607
4,-0.075879615,0.560002271,0.663226332,0.000246386,954.38245,2,15,7607
3,-0.568211215,0.556479815,0.322480453,0.00000563,954.38245,2,18,7607
NA,NA,NA,NA,NA,954.38245,2,19,7607
NA,NA,NA,NA,NA,218.33624,2,0,7608
7,1.833086591,0.83438748,0.994924051,0.479712924,270.31934,2,6,7608
0,-2.239673802,0.986077689,0,0,270.31934,2,7,7608
0,-2.239673802,0.986077689,0,0,270.31934,2,8,7608
NA,NA,NA,NA,NA,270.31934,2,9,7608
2,-1.067980817,0.596132647,0.102313721,0.000000395,270.31934,2,11,7608
2,-1.067980817,0.596132647,0.102313721,0.000000395,270.31934,2,12,7608
1,-1.747231604,0.756912002,0.02895151,0.00000085,270.31934,2,13,7608
2,-1.067980817,0.596132647,0.102313721,0.000000395,270.31934,2,15,7608
0,-2.239673802,0.986077689,0,0,270.31934,2,16,7608
0,-2.239673802,0.986077689,0,0,270.31934,2,18,7608
NA,NA,NA,NA,NA,270.31934,2,19,7608
NA,NA,NA,NA,NA,986.55212,2,0,7610
8,2.802268842,0.986077689,0.99920582,0.826344533,1007.3691,2,6,7610
7,1.833086591,0.83438748,0.994924051,0.479712924,1007.3691,2,11,7610
7,1.833086591,0.83438748,0.994924051,0.479712924,1007.3691,2,12,7610
8,2.802268842,0.986077689,0.99920582,0.826344533,1007.3691,2,13,7610
8,2.802268842,0.986077689,0.99920582,0.826344533,1007.3691,2,16,7610
6,1.01091217,0.665694606,0.976536878,0.097001395,1007.3691,2,18,7610
NA,NA,NA,NA,NA,1007.3691,2,19,7610
NA,NA,NA,NA,NA,1280.7855,2,0,7615
8,2.802268842,0.986077689,0.99920582,0.826344533,1844.6877,2,6,7615
7,1.833086591,0.83438748,0.994924051,0.479712924,1844.6877,2,7,7615
7,1.833086591,0.83438748,0.994924051,0.479712924,1844.6877,2,8,7615
NA,NA,NA,NA,NA,1844.6877,2,9,7615
5,0.402958933,0.591196231,0.886669419,0.00637204,1844.6877,2,11,7615
7,1.833086591,0.83438748,0.994924051,0.479712924,1844.6877,2,12,7615
8,2.802268842,0.986077689,0.99920582,0.826344533,1844.6877,2,13,7615
8,2.802268842,0.986077689,0.99920582,0.826344533,1844.6877,2,15,7615
6,1.01091217,0.665694606,0.976536878,0.097001395,1844.6877,2,16,7615
2,-1.067980817,0.596132647,0.102313721,0.000000395,1844.6877,2,18,7615
NA,NA,NA,NA,NA,636.82318,2,0,7620
6,1.01091217,0.665694606,0.976536878,0.097001395,866.90619,2,6,7620
4,-0.075879615,0.560002271,0.663226332,0.000246386,866.90619,2,7,7620
4,-0.075879615,0.560002271,0.663226332,0.000246386,866.90619,2,8,7620
NA,NA,NA,NA,NA,866.90619,2,9,7620
4,-0.075879615,0.560002271,0.663226332,0.000246386,866.90619,2,11,7620
0,-2.239673802,0.986077689,0,0,866.90619,2,12,7620
6,1.01091217,0.665694606,0.976536878,0.097001395,866.90619,2,13,7620
1,-1.747231604,0.756912002,0.02895151,0.00000085,866.90619,2,15,7620
0,-2.239673802,0.986077689,0,0,866.90619,2,16,7620
0,-2.239673802,0.986077689,0,0,866.90619,2,18,7620
NA,NA,NA,NA,NA,866.90619,2,19,7620
NA,NA,NA,NA,NA,2025.0706,2,0,7622
6,1.01091217,0.665694606,0.976536878,0.097001395,2072.5132,2,6,7622
8,2.802268842,0.986077689,0.99920582,0.826344533,2072.5132,2,7,7622
0,-2.239673802,0.986077689,0,0,2072.5132,2,8,7622
NA,NA,NA,NA,NA,2072.5132,2,9,7622
7,1.833086591,0.83438748,0.994924051,0.479712924,2072.5132,2,11,7622
NA,NA,NA,NA,NA,276.06876,2,0,7624
5,0.402958933,0.591196231,0.886669419,0.00637204,410.94376,2,6,7624
2,-1.067980817,0.596132647,0.102313721,0.000000395,410.94376,2,7,7624
6,1.01091217,0.665694606,0.976536878,0.097001395,410.94376,2,8,7624
NA,NA,NA,NA,NA,410.94376,2,9,7624
6,1.01091217,0.665694606,0.976536878,0.097001395,410.94376,2,11,7624
7,1.833086591,0.83438748,0.994924051,0.479712924,410.94376,2,12,7624
7,1.833086591,0.83438748,0.994924051,0.479712924,410.94376,2,13,7624
7,1.833086591,0.83438748,0.994924051,0.479712924,410.94376,2,15,7624
7,1.833086591,0.83438748,0.994924051,0.479712924,410.94376,2,16,7624
NA,NA,NA,NA,NA,2260.2861,2,0,7625
2,-1.067980817,0.596132647,0.102313721,0.000000395,1137.199,2,6,7625
6,1.01091217,0.665694606,0.976536878,0.097001395,1137.199,2,8,7625
NA,NA,NA,NA,NA,1137.199,2,9,7625
8,2.802268842,0.986077689,0.99920582,0.826344533,1137.199,2,11,7625
7,1.833086591,0.83438748,0.994924051,0.479712924,1137.199,2,12,7625
7,1.833086591,0.83438748,0.994924051,0.479712924,1137.199,2,13,7625
8,2.802268842,0.986077689,0.99920582,0.826344533,1137.199,2,15,7625
0,-2.239673802,0.986077689,0,0,1137.199,2,16,7625
0,-2.239673802,0.986077689,0,0,1137.199,2,18,7625
NA,NA,NA,NA,NA,1137.199,2,19,7625
NA,NA,NA,NA,NA,414.6972,2,0,7628
4,-0.075879615,0.560002271,0.663226332,0.000246386,498.72842,2,6,7628
5,0.402958933,0.591196231,0.886669419,0.00637204,498.72842,2,7,7628
6,1.01091217,0.665694606,0.976536878,0.097001395,498.72842,2,8,7628
NA,NA,NA,NA,NA,498.72842,2,9,7628
7,1.833086591,0.83438748,0.994924051,0.479712924,498.72842,2,11,7628
7,1.833086591,0.83438748,0.994924051,0.479712924,498.72842,2,12,7628
0,-2.239673802,0.986077689,0,0,498.72842,2,13,7628
0,-2.239673802,0.986077689,0,0,498.72842,2,15,7628
3,-0.568211215,0.556479815,0.322480453,0.00000563,498.72842,2,16,7628
3,-0.568211215,0.556479815,0.322480453,0.00000563,498.72842,2,18,7628
NA,NA,NA,NA,NA,498.72842,2,19,7628
NA,NA,NA,NA,NA,1709.4595,2,0,7631
5,0.402958933,0.591196231,0.886669419,0.00637204,2768.668,2,6,7631
0,-2.239673802,0.986077689,0,0,2768.668,2,7,7631
1,-1.747231604,0.756912002,0.02895151,0.00000085,2768.668,2,8,7631
NA,NA,NA,NA,NA,2768.668,2,9,7631
2,-1.067980817,0.596132647,0.102313721,0.000000395,2768.668,2,11,7631
0,-2.239673802,0.986077689,0,0,2768.668,2,12,7631
5,0.402958933,0.591196231,0.886669419,0.00637204,2768.668,2,13,7631
4,-0.075879615,0.560002271,0.663226332,0.000246386,2768.668,2,15,7631
2,-1.067980817,0.596132647,0.102313721,0.000000395,2768.668,2,16,7631
0,-2.239673802,0.986077689,0,0,2768.668,2,18,7631
NA,NA,NA,NA,NA,2768.668,2,19,7631
NA,NA,NA,NA,NA,2412.2688,2,0,7633
8,2.802268842,0.986077689,0.99920582,0.826344533,3881.5398,2,6,7633
2,-1.067980817,0.596132647,0.102313721,0.000000395,3881.5398,2,7,7633
2,-1.067980817,0.596132647,0.102313721,0.000000395,3881.5398,2,8,7633
NA,NA,NA,NA,NA,3881.5398,2,9,7633
0,-2.239673802,0.986077689,0,0,3881.5398,2,11,7633
0,-2.239673802,0.986077689,0,0,3881.5398,2,12,7633
8,2.802268842,0.986077689,0.99920582,0.826344533,3881.5398,2,13,7633
7,1.833086591,0.83438748,0.994924051,0.479712924,3881.5398,2,15,7633
6,1.01091217,0.665694606,0.976536878,0.097001395,3881.5398,2,16,7633
0,-2.239673802,0.986077689,0,0,3881.5398,2,18,7633
NA,NA,NA,NA,NA,3881.5398,2,19,7633
NA,NA,NA,NA,NA,376.15344,2,0,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,6,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,7,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,8,7634
NA,NA,NA,NA,NA,600.67731,2,9,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,11,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,12,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,13,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,15,7634
2,-1.067980817,0.596132647,0.102313721,0.000000395,600.67731,2,16,7634
0,-2.239673802,0.986077689,0,0,600.67731,2,18,7634
NA,NA,NA,NA,NA,455.6264,2,0,7637
0,-2.239673802,0.986077689,0,0,750.04614,2,6,7637
1,-1.747231604,0.756912002,0.02895151,0.00000085,750.04614,2,7,7637
4,-0.075879615,0.560002271,0.663226332,0.000246386,750.04614,2,8,7637
NA,NA,NA,NA,NA,750.04614,2,9,7637
4,-0.075879615,0.560002271,0.663226332,0.000246386,750.04614,2,11,7637
7,1.833086591,0.83438748,0.994924051,0.479712924,750.04614,2,12,7637
3,-0.568211215,0.556479815,0.322480453,0.00000563,750.04614,2,13,7637
3,-0.568211215,0.556479815,0.322480453,0.00000563,750.04614,2,15,7637
3,-0.568211215,0.556479815,0.322480453,0.00000563,750.04614,2,16,7637
5,0.402958933,0.591196231,0.886669419,0.00637204,750.04614,2,18,7637
NA,NA,NA,NA,NA,750.04614,2,19,7637
NA,NA,NA,NA,NA,1392.9779,2,0,7639
6,1.01091217,0.665694606,0.976536878,0.097001395,1648.9585,2,6,7639
2,-1.067980817,0.596132647,0.102313721,0.000000395,1648.9585,2,7,7639
8,2.802268842,0.986077689,0.99920582,0.826344533,1648.9585,2,8,7639
NA,NA,NA,NA,NA,1648.9585,2,9,7639
8,2.802268842,0.986077689,0.99920582,0.826344533,1648.9585,2,11,7639
8,2.802268842,0.986077689,0.99920582,0.826344533,1648.9585,2,12,7639
8,2.802268842,0.986077689,0.99920582,0.826344533,1648.9585,2,15,7639
8,2.802268842,0.986077689,0.99920582,0.826344533,1648.9585,2,16,7639
6,1.01091217,0.665694606,0.976536878,0.097001395,1648.9585,2,18,7639
NA,NA,NA,NA,NA,1648.9585,2,19,7639
NA,NA,NA,NA,NA,203.37038,2,0,7640
5,0.402958933,0.591196231,0.886669419,0.00637204,271.9837,2,6,7640
4,-0.075879615,0.560002271,0.663226332,0.000246386,271.9837,2,7,7640
4,-0.075879615,0.560002271,0.663226332,0.000246386,271.9837,2,8,7640
NA,NA,NA,NA,NA,271.9837,2,9,7640
8,2.802268842,0.986077689,0.99920582,0.826344533,271.9837,2,11,7640
7,1.833086591,0.83438748,0.994924051,0.479712924,271.9837,2,12,7640
8,2.802268842,0.986077689,0.99920582,0.826344533,271.9837,2,13,7640
8,2.802268842,0.986077689,0.99920582,0.826344533,271.9837,2,16,7640
7,1.833086591,0.83438748,0.994924051,0.479712924,271.9837,2,18,7640
NA,NA,NA,NA,NA,271.9837,2,19,7640
NA,NA,NA,NA,NA,236.92276,2,0,7641
7,1.833086591,0.83438748,0.994924051,0.479712924,309.42792,2,6,7641
8,2.802268842,0.986077689,0.99920582,0.826344533,309.42792,2,7,7641
8,2.802268842,0.986077689,0.99920582,0.826344533,309.42792,2,8,7641
8,2.802268842,0.986077689,0.99920582,0.826344533,309.42792,2,11,7641
3,-0.568211215,0.556479815,0.322480453,0.00000563,309.42792,2,12,7641
NA,NA,NA,NA,NA,3578.5386,2,0,7642
0,-2.239673802,0.986077689,0,0,3605.4106,2,6,7642
0,-2.239673802,0.986077689,0,0,3605.4106,2,7,7642
0,-2.239673802,0.986077689,0,0,3605.4106,2,8,7642
NA,NA,NA,NA,NA,3605.4106,2,9,7642
6,1.01091217,0.665694606,0.976536878,0.097001395,3605.4106,2,11,7642
8,2.802268842,0.986077689,0.99920582,0.826344533,3605.4106,2,12,7642
7,1.833086591,0.83438748,0.994924051,0.479712924,3605.4106,2,13,7642
6,1.01091217,0.665694606,0.976536878,0.097001395,3605.4106,2,15,7642
8,2.802268842,0.986077689,0.99920582,0.826344533,3605.4106,2,16,7642
5,0.402958933,0.591196231,0.886669419,0.00637204,3605.4106,2,18,7642
NA,NA,NA,NA,NA,3605.4106,2,19,7642
NA,NA,NA,NA,NA,5289.6812,2,0,7643
0,-2.239673802,0.986077689,0,0,5596.4209,2,6,7643
1,-1.747231604,0.756912002,0.02895151,0.00000085,5596.4209,2,7,7643
0,-2.239673802,0.986077689,0,0,5596.4209,2,8,7643
NA,NA,NA,NA,NA,5596.4209,2,9,7643
0,-2.239673802,0.986077689,0,0,5596.4209,2,11,7643
0,-2.239673802,0.986077689,0,0,5596.4209,2,12,7643
0,-2.239673802,0.986077689,0,0,5596.4209,2,13,7643
0,-2.239673802,0.986077689,0,0,5596.4209,2,15,7643
1,-1.747231604,0.756912002,0.02895151,0.00000085,5596.4209,2,16,7643
0,-2.239673802,0.986077689,0,0,5596.4209,2,18,7643
NA,NA,NA,NA,NA,5596.4209,2,19,7643
NA,NA,NA,NA,NA,682.41241,2,0,7645
0,-2.239673802,0.986077689,0,0,1121.7346,2,6,7645
2,-1.067980817,0.596132647,0.102313721,0.000000395,1121.7346,2,7,7645
7,1.833086591,0.83438748,0.994924051,0.479712924,1121.7346,2,8,7645
NA,NA,NA,NA,NA,1121.7346,2,9,7645
8,2.802268842,0.986077689,0.99920582,0.826344533,1121.7346,2,11,7645
8,2.802268842,0.986077689,0.99920582,0.826344533,1121.7346,2,12,7645
7,1.833086591,0.83438748,0.994924051,0.479712924,1121.7346,2,13,7645
7,1.833086591,0.83438748,0.994924051,0.479712924,1121.7346,2,15,7645
8,2.802268842,0.986077689,0.99920582,0.826344533,1121.7346,2,16,7645
6,1.01091217,0.665694606,0.976536878,0.097001395,1121.7346,2,18,7645
NA,NA,NA,NA,NA,1121.7346,2,19,7645
NA,NA,NA,NA,NA,84.729584,2,0,7648
6,1.01091217,0.665694606,0.976536878,0.097001395,101.33059,2,6,7648
5,0.402958933,0.591196231,0.886669419,0.00637204,101.33059,2,7,7648
7,1.833086591,0.83438748,0.994924051,0.479712924,101.33059,2,8,7648
NA,NA,NA,NA,NA,101.33059,2,9,7648
5,0.402958933,0.591196231,0.886669419,0.00637204,101.33059,2,11,7648
7,1.833086591,0.83438748,0.994924051,0.479712924,101.33059,2,12,7648
7,1.833086591,0.83438748,0.994924051,0.479712924,101.33059,2,13,7648
7,1.833086591,0.83438748,0.994924051,0.479712924,101.33059,2,15,7648
8,2.802268842,0.986077689,0.99920582,0.826344533,101.33059,2,16,7648
NA,NA,NA,NA,NA,84.927162,2,0,7651
7,1.833086591,0.83438748,0.994924051,0.479712924,99.620079,2,6,7651
5,0.402958933,0.591196231,0.886669419,0.00637204,99.620079,2,7,7651
8,2.802268842,0.986077689,0.99920582,0.826344533,99.620079,2,8,7651
NA,NA,NA,NA,NA,99.620079,2,9,7651
8,2.802268842,0.986077689,0.99920582,0.826344533,99.620079,2,11,7651
8,2.802268842,0.986077689,0.99920582,0.826344533,99.620079,2,12,7651
8,2.802268842,0.986077689,0.99920582,0.826344533,99.620079,2,13,7651
8,2.802268842,0.986077689,0.99920582,0.826344533,99.620079,2,15,7651
8,2.802268842,0.986077689,0.99920582,0.826344533,99.620079,2,16,7651
8,2.802268842,0.986077689,0.99920582,0.826344533,99.620079,2,18,7651
NA,NA,NA,NA,NA,99.620079,2,19,7651
NA,NA,NA,NA,NA,821.70923,2,0,7656
7,1.833086591,0.83438748,0.994924051,0.479712924,707.06671,2,6,7656
6,1.01091217,0.665694606,0.976536878,0.097001395,707.06671,2,7,7656
7,1.833086591,0.83438748,0.994924051,0.479712924,707.06671,2,8,7656
NA,NA,NA,NA,NA,707.06671,2,9,7656
6,1.01091217,0.665694606,0.976536878,0.097001395,707.06671,2,11,7656
7,1.833086591,0.83438748,0.994924051,0.479712924,707.06671,2,12,7656
8,2.802268842,0.986077689,0.99920582,0.826344533,707.06671,2,13,7656
5,0.402958933,0.591196231,0.886669419,0.00637204,707.06671,2,15,7656
8,2.802268842,0.986077689,0.99920582,0.826344533,707.06671,2,16,7656
6,1.01091217,0.665694606,0.976536878,0.097001395,707.06671,2,18,7656
NA,NA,NA,NA,NA,707.06671,2,19,7656
NA,NA,NA,NA,NA,472.04797,2,0,7657
6,1.01091217,0.665694606,0.976536878,0.097001395,480.4892,2,6,7657
3,-0.568211215,0.556479815,0.322480453,0.00000563,480.4892,2,7,7657
7,1.833086591,0.83438748,0.994924051,0.479712924,480.4892,2,8,7657
NA,NA,NA,NA,NA,480.4892,2,9,7657
6,1.01091217,0.665694606,0.976536878,0.097001395,480.4892,2,11,7657
4,-0.075879615,0.560002271,0.663226332,0.000246386,480.4892,2,12,7657
5,0.402958933,0.591196231,0.886669419,0.00637204,480.4892,2,13,7657
3,-0.568211215,0.556479815,0.322480453,0.00000563,480.4892,2,15,7657
4,-0.075879615,0.560002271,0.663226332,0.000246386,480.4892,2,16,7657
3,-0.568211215,0.556479815,0.322480453,0.00000563,480.4892,2,18,7657
NA,NA,NA,NA,NA,480.4892,2,19,7657
NA,NA,NA,NA,NA,336.09656,2,0,7659
6,1.01091217,0.665694606,0.976536878,0.097001395,445.39301,2,6,7659
2,-1.067980817,0.596132647,0.102313721,0.000000395,445.39301,2,7,7659
5,0.402958933,0.591196231,0.886669419,0.00637204,445.39301,2,8,7659
NA,NA,NA,NA,NA,445.39301,2,9,7659
3,-0.568211215,0.556479815,0.322480453,0.00000563,445.39301,2,11,7659
7,1.833086591,0.83438748,0.994924051,0.479712924,445.39301,2,12,7659
6,1.01091217,0.665694606,0.976536878,0.097001395,445.39301,2,13,7659
8,2.802268842,0.986077689,0.99920582,0.826344533,445.39301,2,15,7659
6,1.01091217,0.665694606,0.976536878,0.097001395,445.39301,2,16,7659
6,1.01091217,0.665694606,0.976536878,0.097001395,445.39301,2,18,7659
NA,NA,NA,NA,NA,445.39301,2,19,7659
NA,NA,NA,NA,NA,3564.7029,2,0,7660
5,0.402958933,0.591196231,0.886669419,0.00637204,4228.5996,2,6,7660
6,1.01091217,0.665694606,0.976536878,0.097001395,4228.5996,2,7,7660
6,1.01091217,0.665694606,0.976536878,0.097001395,4228.5996,2,8,7660
NA,NA,NA,NA,NA,4228.5996,2,9,7660
6,1.01091217,0.665694606,0.976536878,0.097001395,4228.5996,2,11,7660
7,1.833086591,0.83438748,0.994924051,0.479712924,4228.5996,2,12,7660
7,1.833086591,0.83438748,0.994924051,0.479712924,4228.5996,2,13,7660
7,1.833086591,0.83438748,0.994924051,0.479712924,4228.5996,2,15,7660
5,0.402958933,0.591196231,0.886669419,0.00637204,4228.5996,2,16,7660
7,1.833086591,0.83438748,0.994924051,0.479712924,4228.5996,2,18,7660
NA,NA,NA,NA,NA,4228.5996,2,19,7660
NA,NA,NA,NA,NA,489.78055,2,0,7661
8,2.802268842,0.986077689,0.99920582,0.826344533,772.38519,2,6,7661
8,2.802268842,0.986077689,0.99920582,0.826344533,772.38519,2,7,7661
7,1.833086591,0.83438748,0.994924051,0.479712924,772.38519,2,8,7661
NA,NA,NA,NA,NA,772.38519,2,9,7661
1,-1.747231604,0.756912002,0.02895151,0.00000085,772.38519,2,11,7661
8,2.802268842,0.986077689,0.99920582,0.826344533,772.38519,2,12,7661
8,2.802268842,0.986077689,0.99920582,0.826344533,772.38519,2,13,7661
8,2.802268842,0.986077689,0.99920582,0.826344533,772.38519,2,15,7661
8,2.802268842,0.986077689,0.99920582,0.826344533,772.38519,2,16,7661
8,2.802268842,0.986077689,0.99920582,0.826344533,772.38519,2,18,7661
NA,NA,NA,NA,NA,772.38519,2,19,7661
NA,NA,NA,NA,NA,539.19666,2,0,7662
5,0.402958933,0.591196231,0.886669419,0.00637204,668.14502,2,6,7662
4,-0.075879615,0.560002271,0.663226332,0.000246386,668.14502,2,7,7662
0,-2.239673802,0.986077689,0,0,668.14502,2,8,7662
NA,NA,NA,NA,NA,668.14502,2,9,7662
8,2.802268842,0.986077689,0.99920582,0.826344533,668.14502,2,13,7662
8,2.802268842,0.986077689,0.99920582,0.826344533,668.14502,2,18,7662
NA,NA,NA,NA,NA,2158.1541,2,0,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,6,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,7,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,8,7663
NA,NA,NA,NA,NA,2539.9434,2,9,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,11,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,12,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,13,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,15,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,16,7663
0,-2.239673802,0.986077689,0,0,2539.9434,2,18,7663
NA,NA,NA,NA,NA,2539.9434,2,19,7663
NA,NA,NA,NA,NA,1573.0323,2,0,7664
2,-1.067980817,0.596132647,0.102313721,0.000000395,2701.0122,2,6,7664
7,1.833086591,0.83438748,0.994924051,0.479712924,2701.0122,2,7,7664
1,-1.747231604,0.756912002,0.02895151,0.00000085,2701.0122,2,8,7664
NA,NA,NA,NA,NA,2701.0122,2,9,7664
1,-1.747231604,0.756912002,0.02895151,0.00000085,2701.0122,2,11,7664
0,-2.239673802,0.986077689,0,0,2701.0122,2,12,7664
0,-2.239673802,0.986077689,0,0,2701.0122,2,13,7664
0,-2.239673802,0.986077689,0,0,2701.0122,2,15,7664
3,-0.568211215,0.556479815,0.322480453,0.00000563,2701.0122,2,16,7664
0,-2.239673802,0.986077689,0,0,2701.0122,2,18,7664
NA,NA,NA,NA,NA,2701.0122,2,19,7664
NA,NA,NA,NA,NA,662.85822,2,0,7665
7,1.833086591,0.83438748,0.994924051,0.479712924,1081.9388,2,6,7665
1,-1.747231604,0.756912002,0.02895151,0.00000085,1081.9388,2,7,7665
0,-2.239673802,0.986077689,0,0,1081.9388,2,8,7665
NA,NA,NA,NA,NA,1081.9388,2,9,7665
0,-2.239673802,0.986077689,0,0,1081.9388,2,11,7665
0,-2.239673802,0.986077689,0,0,1081.9388,2,12,7665
0,-2.239673802,0.986077689,0,0,1081.9388,2,13,7665
0,-2.239673802,0.986077689,0,0,1081.9388,2,15,7665
0,-2.239673802,0.986077689,0,0,1081.9388,2,16,7665
0,-2.239673802,0.986077689,0,0,1081.9388,2,18,7665
NA,NA,NA,NA,NA,1081.9388,2,19,7665
NA,NA,NA,NA,NA,1630.7433,2,0,7666
2,-1.067980817,0.596132647,0.102313721,0.000000395,1891.6238,2,6,7666
7,1.833086591,0.83438748,0.994924051,0.479712924,1891.6238,2,7,7666
7,1.833086591,0.83438748,0.994924051,0.479712924,1891.6238,2,8,7666
NA,NA,NA,NA,NA,1891.6238,2,9,7666
6,1.01091217,0.665694606,0.976536878,0.097001395,1891.6238,2,11,7666
7,1.833086591,0.83438748,0.994924051,0.479712924,1891.6238,2,12,7666
6,1.01091217,0.665694606,0.976536878,0.097001395,1891.6238,2,13,7666
4,-0.075879615,0.560002271,0.663226332,0.000246386,1891.6238,2,15,7666
1,-1.747231604,0.756912002,0.02895151,0.00000085,1891.6238,2,16,7666
0,-2.239673802,0.986077689,0,0,1891.6238,2,18,7666
NA,NA,NA,NA,NA,1891.6238,2,19,7666
NA,NA,NA,NA,NA,11695.102,2,0,7670
6,1.01091217,0.665694606,0.976536878,0.097001395,11022.812,2,6,7670
3,-0.568211215,0.556479815,0.322480453,0.00000563,11022.812,2,7,7670
7,1.833086591,0.83438748,0.994924051,0.479712924,11022.812,2,8,7670
NA,NA,NA,NA,NA,11022.812,2,9,7670
5,0.402958933,0.591196231,0.886669419,0.00637204,11022.812,2,11,7670
5,0.402958933,0.591196231,0.886669419,0.00637204,11022.812,2,12,7670
2,-1.067980817,0.596132647,0.102313721,0.000000395,11022.812,2,13,7670
7,1.833086591,0.83438748,0.994924051,0.479712924,11022.812,2,15,7670
5,0.402958933,0.591196231,0.886669419,0.00637204,11022.812,2,16,7670
7,1.833086591,0.83438748,0.994924051,0.479712924,11022.812,2,18,7670
NA,NA,NA,NA,NA,11022.812,2,19,7670
NA,NA,NA,NA,NA,2880.0295,2,0,7671
6,1.01091217,0.665694606,0.976536878,0.097001395,3388.0972,2,6,7671
6,1.01091217,0.665694606,0.976536878,0.097001395,3388.0972,2,7,7671
7,1.833086591,0.83438748,0.994924051,0.479712924,3388.0972,2,8,7671
NA,NA,NA,NA,NA,3388.0972,2,9,7671
7,1.833086591,0.83438748,0.994924051,0.479712924,3388.0972,2,11,7671
5,0.402958933,0.591196231,0.886669419,0.00637204,3388.0972,2,12,7671
6,1.01091217,0.665694606,0.976536878,0.097001395,3388.0972,2,13,7671
7,1.833086591,0.83438748,0.994924051,0.479712924,3388.0972,2,15,7671
7,1.833086591,0.83438748,0.994924051,0.479712924,3388.0972,2,16,7671
6,1.01091217,0.665694606,0.976536878,0.097001395,3388.0972,2,18,7671
NA,NA,NA,NA,NA,3388.0972,2,19,7671
NA,NA,NA,NA,NA,2995.1467,2,0,7672
7,1.833086591,0.83438748,0.994924051,0.479712924,2554.791,2,6,7672
7,1.833086591,0.83438748,0.994924051,0.479712924,2554.791,2,7,7672
6,1.01091217,0.665694606,0.976536878,0.097001395,2554.791,2,8,7672
NA,NA,NA,NA,NA,2554.791,2,9,7672
7,1.833086591,0.83438748,0.994924051,0.479712924,2554.791,2,11,7672
